,Carat,Cut,Polish,Symmetry,Colour_near colorless,Colour_yellow,Clarity_SI,Clarity_VS,Certification_GIA,Certification_others,Price
178,0.6375838926174497,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,3142
179,0.6174496644295302,0.25,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,3145
180,0.6308724832214765,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2451
181,0.610738255033557,0.25,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,2452
182,0.7114093959731543,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2467
183,0.6174496644295302,0.5,0.6666666666666666,0.9999999999999999,0.0,1.0,1.0,0.0,0.0,0.0,2476
184,0.610738255033557,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2486
185,0.691275167785235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2493
186,0.6174496644295302,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2495
187,0.6308724832214765,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2511
188,0.6174496644295302,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2511
189,0.6174496644295302,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2511
190,0.6174496644295302,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2511
191,0.7583892617449665,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2516
192,0.7449664429530202,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2565
193,0.6778523489932886,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,2574
194,0.7181208053691275,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2584
195,0.6241610738255033,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2586
196,0.7651006711409396,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2586
197,0.610738255033557,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2591
198,0.6174496644295302,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,2600
199,0.7382550335570469,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2600
200,0.6241610738255033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2601
201,0.8322147651006712,1.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,2607
202,0.6778523489932886,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,2617
203,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2620
204,0.6375838926174497,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2625
205,0.6174496644295302,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,2625
206,0.610738255033557,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2625
207,0.6241610738255033,0.5,0.6666666666666666,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,2625
208,0.6241610738255033,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,2629
209,0.6174496644295302,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2640
210,0.6174496644295302,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2651
211,0.6174496644295302,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2654
212,0.610738255033557,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2655
213,0.610738255033557,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2660
214,0.6174496644295302,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2668
215,0.610738255033557,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2678
216,0.610738255033557,0.5,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,0.0,2682
217,0.7046979865771812,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2689
218,0.610738255033557,0.25,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,2689
219,0.6174496644295302,1.0,0.6666666666666666,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2692
220,0.6308724832214765,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2692
221,0.6308724832214765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2692
222,0.6442953020134229,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2693
223,0.8859060402684563,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2704
224,0.7181208053691275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2714
225,0.6174496644295302,0.5,0.6666666666666666,0.9999999999999999,0.0,1.0,1.0,0.0,0.0,0.0,2716
226,0.610738255033557,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2730
227,0.610738255033557,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,0.0,2745
228,0.610738255033557,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2745
229,0.651006711409396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2745
230,0.6174496644295302,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2757
231,0.691275167785235,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2765
232,0.6577181208053692,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,0.0,2770
233,0.6375838926174497,0.5,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2772
234,0.610738255033557,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,2772
235,0.6778523489932886,1.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,2772
236,0.7181208053691275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2775
237,0.610738255033557,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,2779
238,0.610738255033557,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2780
239,0.610738255033557,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2780
240,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,190
241,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,160
242,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,1.0,160
243,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,180
244,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,1.0,190
245,0.006711409395973152,0.75,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,1.0,330
246,0.006711409395973152,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,180
247,0.006711409395973152,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,180
248,0.006711409395973152,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,1.0,180
249,0.006711409395973152,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,190
250,0.006711409395973152,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,160
